tab_id	word	word_note	page	old_jp	old_jp_type	old_jp_note	expl	ipa	jyutping
6282	荼		P538	꜁t‘ò				tʰou21	tou4
6283	酴		P538	꜁t‘ò				tʰou21	tou4
6284	駼		P538	꜁t‘ò				tʰou21	tou4
6285	䳜		P538	꜁t‘ò				tʰou21	tou4
6286	匋		P538	꜁t‘ò				tʰou21	tou4
6287	匋		P538	꜁iú				jiu21	jiu4
6288	陶		P538	꜁t‘ò				tʰou21	tou4
6289	陶		P538	꜁iú				jiu21	jiu4
6290	淘		P538	꜁t‘ò				tʰou21	tou4
6291	綯		P538	꜁t‘ò				tʰou21	tou4
6292	萄		P539	꜁t‘ò				tʰou21	tou4
6293	裪		P539	꜁t‘ò				tʰou21	tou4
6294	醄		P539	꜁t‘ò				tʰou21	tou4
6295	𩋃		P539	꜁t‘ò			The wood used in a drum; the wooden part of a drum	tʰou21	tou4
6296	𩋃		P539	꜁iú			A drum	jiu21	jiu4
6297	檮		P539	꜁t‘ò				tʰou21	tou4
6298	濤		P539	꜁t‘ò				tʰou21	tou4
6299	翿		P539	꜁t‘ò				tʰou21	tou4
6300	䬞		P539	꜁t‘ò			A strong wind	tʰou21	tou4
6301	䬞		P539	꜁ch‘au			A gentle rustling breeze	tʃʰɐu21	chau4
6302	徒		P539	꜁t‘ò				tʰou21	tou4
6303	圖|圗		P539	꜁t‘ò				tʰou21	tou4
6304	屠		P539	꜁t‘ò				tʰou21	tou4
6305	瘏		P539	꜁t‘ò				tʰou21	tou4
6306	土		P539	꜂t‘ò				tʰou35	tou2
6307	討		P540	꜂t‘ò				tʰou35	tou2
6308	肚		P540	꜃t‘ò				tʰou13	tou5
6309	吐		P540	t‘ò꜄				tʰou33	tou3
6310	兎|兔		P540	t‘ò꜄				tʰou33	tou3
6311	菟		P540	t‘ò꜄				tʰou33	tou3
6312	套		P540	t‘ò꜄				tʰou33	tou3
6313	代		P541	toi꜅				tɔi22	doi6
6314	岱		P541	toi꜅				tɔi22	doi6
6315	玳|瑇		P541	toi꜅				tɔi22	doi6
6316	袋		P541	toi꜅				tɔi22	doi6
6317	黛		P541	toi꜅				tɔi22	doi6
6318	靆		P541	toi꜅				tɔi22	doi6
6319	待		P541	toi꜅				tɔi22	doi6
6320	怠		P541	toi꜅				tɔi22	doi6
6321	埭		P541	toi꜅				tɔi22	doi6
6322	迨|逮		P541	toi꜅			An adverb of time, till, even till, to; …	tɔi22	doi6
6323	隶|逮		P541	toi꜅			To follow after; to reach to, to be at, to come before or in contact …	tɔi22	doi6
6324	隶|逮		P541	tai꜅			To blend; to bind, to put in ward, to parole…	tɐi22	dai6
6325	胎		P542	꜀t‘oi				tʰɔi55	toi1
6326	駘		P542	꜀t‘oi				tʰɔi55	toi1
6327	台		P542	꜀t‘oi			Eminent, exalted; your worship, you honor; venerable…	tʰɔi55	toi1
6328	台		P542	꜁í			I, me; pleased; grateful; to rejoice	ji21	ji4
6329	臺		P542	꜁t‘oi				tʰɔi21	toi4
6330	檯|枱		P542	꜁t‘oi				tʰɔi21	toi4
6331	擡|抬		P542	꜁t‘oi				tʰɔi21	toi4
6332	薹		P543	꜁t‘oi				tʰɔi21	toi4
6333	邰		P543	꜁t‘oi				tʰɔi21	toi4
6334	炱		P543	꜁t‘oi				tʰɔi21	toi4
6335	苔		P543	꜁t‘oi				tʰɔi21	toi4
6336	殆		P543	꜃t‘oi				tʰɔi13	toi5
6337	度		P543	tok꜇				tɔk2	dok8
6338	鐸		P543	tok꜇				tɔk2	dok8
6339	托		P543	t‘ok꜆				tʰɔk5(3)	tok7°
6340	託		P543	t‘ok꜆				tʰɔk5(3)	tok7°
6341	飥		P543	t‘ok꜆				tʰɔk5(3)	tok7°
6342	蘀		P543	t‘ok꜆				tʰɔk5(3)	tok7°
6343	籜		P543	t‘ok꜆				tʰɔk5(3)	tok7°
6344	槖|橐		P544	t‘ok꜆				tʰɔk5(3)	tok7°
6345	柝		P544	t‘ok꜆				tʰɔk5(3)	tok7°
6346	𩧐		P544	t‘ok꜆				tʰɔk5(3)	tok7°
6347	𫳗		P544	꜃tòm			Erroneously used for [꜃t‘am] 氹 a tank, a pit, in the Fan Wan	tɔm13	dom5
6348	當		P544	꜀tong				tɔŋ55	dong1
6349	璫		P544	꜀tong				tɔŋ55	dong1
6350	鐺		P544	꜀tong				tɔŋ55	dong1
6351	黨|党		P544	꜂tong				tɔŋ35	dong2
6352	襠		P545	꜀tong				tɔŋ55	dong1
6353	讜		P545	꜂tong				tɔŋ35	dong2
6354	钂		P545	꜂tong				tɔŋ35	dong2
6355	擋|攩		P545	꜂tong				tɔŋ35	dong2
6356	擋		P545	tong꜄				tɔŋ33	dong3
6357	當		P545	tong꜄				tɔŋ33	dong3
6358	檔		P545，728	tong꜄				tɔŋ33	dong3
6359	碭		P545	tong꜅				tɔŋ22	dong6
6360	蕩|宕		P545	tong꜅				tɔŋ22	dong6
6361	盪		P546	tong꜅				tɔŋ22	dong6
6362	湯		P546	꜀t‘ong				tʰɔŋ55	tong1
6363	劏		P546	꜀t‘ong				tʰɔŋ55	tong1
6364	塘		P546	꜁t‘ong				tʰɔŋ21	tong4
6365	螗		P546	꜁t‘ong				tʰɔŋ21	tong4
6366	傏|搪		P546	꜁t‘ong				tʰɔŋ21	tong4
6367	唐		P546	꜁t‘ong				tʰɔŋ21	tong4
6368	餹|糖		P546	꜁t‘ong				tʰɔŋ21	tong4
6369	堂		P546	꜁t‘ong				tʰɔŋ21	tong4
6370	棠		P547	꜁t‘ong				tʰɔŋ21	tong4
6371	膛		P547	꜁t‘ong				tʰɔŋ21	tong4
6372	鏜		P547	꜁t‘ong				tʰɔŋ21	tong4
6373	螳		P547	꜁t‘ong				tʰɔŋ21	tong4
6374	幢		P547	꜁t‘ong				tʰɔŋ21	tong4
6375	幢		P547	꜁ch‘ong	Correctly read/pronunced			tʃʰɔŋ21	chong4
6376	瞠		P547	꜂t‘ong				tʰɔŋ35	tong2
6377	帑		P547	꜂t‘ong				tʰɔŋ35	tong2
6378	倘|儻		P547	꜂t‘ong				tʰɔŋ35	tong2
6379	熨		P547	t‘ong꜄				tʰɔŋ33	tong3
6380	咱		P547	꜀tsá				tsa55	zaa1
6381	劑		P548	꜀tsai				tsɐi55	zai1
6382	擠		P548	꜀tsai				tsɐi55	zai1
6383	穧		P548	꜀tsai				tsɐi55	zai1
6384	躋|隮		P548	꜀tsai				tsɐi55	zai1
6385	賷|賫		P548	꜀tsai				tsɐi55	zai1
6386	齎		P548	꜀tsai				tsɐi55	zai1
6387	齏		P548	꜀tsai				tsɐi55	zai1
6388	仔		P548	꜂tsai				tsɐi35	zai2
6389	祭		P548	tsai꜄				tsɐi33	zai3
6390	穄		P548	tsai꜄				tsɐi33	zai3
6391	際		P548	tsai꜄				tsɐi33	zai3
6392	濟		P549	tsai꜄				tsɐi33	zai3
6393	霽		P549	tsai꜄				tsɐi33	zai3
6394	懠		P549	tsai꜄				tsɐi33	zai3
6395	嚌		P549	tsai꜅			A superlative, donating that the extreme has been reached…	tsɐi22	zai6
6396	嚌		P549	꜀tsai			To taste, to sip, to wet the lips; a plantive sound	tsɐi55	zai1
6397	妻		P549	꜀ts‘ai			A wife, a partner, a spouse, a consort who is taken with legal ceremonies; …	tsʰɐi55	cai1
6398	妻		P549	ts‘ai꜄			To give a daughter as wift to one	tsʰɐi33	cai3
6399	凄|淒		P549	꜀ts‘ai				tsʰɐi55	cai1
6400	悽		P549	꜀ts‘ai				tsʰɐi55	cai1
6401	緀		P549	꜀ts‘ai				tsʰɐi55	cai1
6402	萋		P549	꜀ts‘ai				tsʰɐi55	cai1
6403	恓		P550	꜀ts‘ai				tsʰɐi55	cai1
6404	棲|栖		P550	꜀ts‘ai				tsʰɐi55	cai1
6405	齊		P550	꜁ts‘ai				tsʰɐi21	cai4
6406	蠐		P550	꜁ts‘ai				tsʰɐi21	cai4
6407	薺		P550	꜃ts‘ai				tsʰɐi13	cai5
6408	鱭|鮆		P550	꜃ts‘ai				tsʰɐi13	cai5
6409	泚		P550	꜃ts‘ai				tsʰɐi13	cai5
6410	切		P550	ts‘ai꜄				tsʰɐi33	cai3
6411	砌		P550	ts‘ai꜄				tsʰɐi33	cai3
6412	則		P550	tsak꜆				tsɐk5	zak7
6413	鯽		P551	tsak꜆				tsɐk5	zak7
6414	賊		P551	ts‘ák꜇				tsʰak2	caak8
6415	蠈		P551	ts‘ák꜇				tsʰak2	caak8
6416	怎		P551	꜂tsam				tsɐm35	zam2
6417	怎		P551	꜂sham				ʃɐm35	sham2
6418	浸		P551	tsam꜄				tsɐm33	zam3
6419	沁		P551	tsam꜄				tsɐm33	zam3
6420	侵		P552	꜀ts‘am			To usurp, to incorach upon, to enter gradually…	tsʰɐm55	cam1
6421	侵		P552	꜂ts‘am			Diminutive, small	tsʰɐm35	cam2
6422	駸		P552	꜀ts‘am				tsʰɐm55	cam1
6423	祲		P552	꜀ts‘am				tsʰɐm55	cam1
6424	鋟		P552	꜀ts‘am				tsʰɐm55	cam1
6425	葠		P552	꜀ts‘am			Used for [꜀sham] 參 ginseng, but erroneously	tsʰɐm55	cam1
6426	尋		P552	꜁ts‘am				tsʰɐm21	cam4
6427	燖		P552	꜁ts‘am				tsʰɐm21	cam4
6428	鱘		P552	꜁ts‘am				tsʰɐm21	cam4
6429	鱏		P552	꜁ts‘am				tsʰɐm21	cam4
6430	鐔		P552	꜁ts‘am				tsʰɐm21	cam4
6431	鬵		P552	꜁ts‘am				tsʰɐm21	cam4
6432	寢|寝		P552	꜂ts‘am				tsʰɐm35	cam2
6433	簪		P553	꜀tsám				tsam55	zaam1
6434	鏨		P553	꜃tsám				tsam13	zaam5
6435	暫		P553	tsám꜅				tsam22	zaam6
6436	參|𭆤|叅|叁|参		P553	꜀ts‘ám				tsʰam55	caam1
6437	驂		P553	꜀ts‘ám				tsʰam55	caam1
6438	蠶|蚕		P553	꜁ts‘ám				tsʰam21	caam4
6439	劖		P553	꜁ts‘ám				tsʰam21	caam4
6440	巉|𥕌		P554	꜁ts‘ám				tsʰam21	caam4
6441	毚		P554	꜁ts‘ám				tsʰam21	caam4
6442	讒		P554	꜁ts‘ám				tsʰam21	caam4
6443	饞		P554	꜁ts‘ám				tsʰam21	caam4
6444	慚|慙		P554	꜁ts‘ám				tsʰam21	caam4
6445	慘|𢡖|惨		P554	꜂ts‘ám				tsʰam35	caam2
6446	憯		P554	꜂ts‘ám				tsʰam35	caam2
6447	摻|掺		P554	꜂ts‘ám				tsʰam35	caam2
6448	篸|𥮾		P554	꜂ts‘ám				tsʰam35	caam2
6449	親		P554	꜀ts‘an				tsʰɐn55	can1
6450	儧		P555	꜂tsán				tsan35	zaan2
6451	䟎		P555	꜂tsán				tsan35	zaan2
6452	寁		P555	꜂tsán				tsan35	zaan2
6453	昝		P555	꜂tsán			Sometimes used for [꜀tsá] 咱 I, me, in the north. A surname	tsan35	zaan2
6454	贊		P555	tsán꜄				tsan33	zaan3
6455	讚		P555	tsán꜄				tsan33	zaan3
6456	濺|灒		P555	tsán꜄				tsan33	zaan3
6457	瓚		P555	tsán꜄				tsan33	zaan3
6458	餐|飡		P555	꜀ts‘án				tsʰan55	caan1
6459	殘		P556	꜁ts‘án				tsʰan21	caan4
6460	粲		P556	ts‘án꜄				tsʰan33	caan3
6461	燦		P556	ts‘án꜄				tsʰan33	caan3
6462	璨		P556	ts‘án꜄				tsʰan33	caan3
6463	曾|曽		P556	꜀tsang				tsɐŋ55	zang1
6464	增|増		P556	꜀tsang				tsɐŋ55	zang1
6465	憎		P556	꜀tsang				tsɐŋ55	zang1
6466	罾		P556	꜀tsang				tsɐŋ55	zang1
6467	繒		P556	꜀tsang				tsɐŋ55	zang1
6468	甑		P556	tsang꜄				tsɐŋ33	zang3
6469	蹭		P556	tsang꜄				tsɐŋ33	zang3
6470	贈		P557	tsang꜅				tsɐŋ22	zang6
6471	曾|曽		P557	꜁ts‘ang				tsʰɐŋ21	cang4
6472	層		P557	꜁ts‘ang				tsʰɐŋ21	cang4
6473	𠽃		P557	tsap꜆				tsɐp5	zap7
6474	戢		P557	ts‘ap꜆				tsʰɐp5	cap7
6475	濈		P557	ts‘ap꜆				tsʰɐp5	cap7
6476	緝		P557	ts‘ap꜆				tsʰɐp5	cap7
6477	輯		P558	ts‘ap꜆				tsʰɐp5	cap7
6478	葺		P558	ts‘ap꜆				tsʰɐp5	cap7
6479	雜|襍		P558	tsáp꜇				tsap2	zaap8
6480	集		P558	tsáp꜇				tsap2	zaap8
6481	襲		P558	tsáp꜇				tsap2	zaap8
6482	習		P558	tsáp꜇				tsap2	zaap8
6483	槢		P559	tsáp꜇				tsap2	zaap8
6484	隰		P559	tsáp꜇				tsap2	zaap8
6485	霫		P559	tsáp꜇				tsap2	zaap8
6486	疾		P559	tsat꜇				tsɐt2	zat8
6487	嫉		P559	tsat꜇				tsɐt2	zat8
6488	蒺		P559	tsat꜇				tsɐt2	zat8
6489	七|柒		P559	ts‘at꜆				tsʰɐt5	cat7
6490	七|柒		P559	ts‘át꜆	Often pronunced/spoken			tsʰat5(3)	caat7°
6491	𣾰|漆		P559	ts‘at꜆				tsʰɐt5	cat7
6492	𣾰|漆		P559	ts‘át꜆	Often pronunced/spoken			tsʰat5(3)	caat7°
6493	擦		P560	ts‘át꜆				tsʰat5(3)	caat7°
6494	曱	原書在ts’át音條下但例句作tsát	P560	ts‘át꜇				tsʰat2	caat8
6495	謅		P560	꜀tsau				tsɐu55	zau1
6496	騶		P560	꜀tsau				tsɐu55	zau1
6497	鄒		P560	꜀tsau				tsɐu55	zau1
6498	鄹		P560	꜀tsau				tsɐu55	zau1
6499	陬		P560	꜀tsau				tsɐu55	zau1
6500	啾		P560	꜀tsau				tsɐu55	zau1
6501	掫		P560	꜀tsau				tsɐu55	zau1
6502	棷		P560	꜀tsau				tsɐu55	zau1
6503	緅		P560	꜀tsau				tsɐu55	zau1
6504	諏		P560	꜀tsau				tsɐu55	zau1
6505	鯫		P560	꜀tsau				tsɐu55	zau1
6506	僽		P560	꜀tsau				tsɐu55	zau1
6507	走		P561	꜂tsau				tsɐu35	zau2
6508	酒		P561	꜂tsau				tsɐu35	zau2
6509	奏		P561	tsau꜄				tsɐu33	zau3
6510	縐		P561	tsau꜄				tsɐu33	zau3
6511	皺		P561	tsau꜄				tsɐu33	zau3
6512	就		P561	tsau꜅				tsɐu22	zau6
6513	鷲		P562	tsau꜅				tsɐu22	zau6
6514	袖		P562	tsau꜅				tsɐu22	zau6
6515	岫		P562	tsau꜅				tsɐu22	zau6
6516	驟		P562	tsau꜅				tsɐu22	zau6
6517	秋		P562	꜀ts‘au				tsʰɐu55	cau1
6518	偢		P562	꜀ts‘au				tsʰɐu55	cau1
6519	揫|揪		P562	꜀ts‘au				tsʰɐu55	cau1
6520	楸		P562	꜀ts‘au				tsʰɐu55	cau1
6521	愁		P562	꜀ts‘au				tsʰɐu55	cau1
6522	湫		P562	꜀ts‘au				tsʰɐu55	cau1
6523	煍		P563	꜀ts‘au				tsʰɐu55	cau1
6524	甃		P563	꜀ts‘au				tsʰɐu55	cau1
6525	鞦		P563	꜀ts‘au				tsʰɐu55	cau1
6526	鰌|鰍		P563	꜀ts‘au				tsʰɐu55	cau1
6527	鶖		P563	꜀ts‘au				tsʰɐu55	cau1
6528	囚		P563	꜁ts‘au				tsʰɐu21	cau4
6529	囚		P563	꜁ch‘au	Often pronunced/spoken			tʃʰɐu21	chau4
6530	酋		P563	꜁ts‘au				tsʰɐu21	cau4
6531	酋		P563	꜁ch‘au	Often pronunced/spoken			tʃʰɐu21	chau4
6532	遒		P563	꜁ts‘au				tsʰɐu21	cau4
6533	遒		P563	꜁ch‘au	Often pronunced/spoken			tʃʰɐu21	chau4
6534	凑|湊		P563	ts‘au꜄				tsʰɐu33	cau3
6535	輳		P563	ts‘au꜄				tsʰɐu33	cau3
6536	嗟		P563	꜀tsé				tsɛ55	ze1
6537	罝		P563	꜀tsé				tsɛ55	ze1
6538	姐		P563	꜂tsé				tsɛ35	ze2
6539	借		P564	tsé꜄				tsɛ33	ze3
6540	謝		P564	tsé꜅				tsɛ22	ze6
6541	榭		P564	tsé꜅				tsɛ22	ze6
6542	灺		P564	tsé꜅				tsɛ22	ze6
6543	邪		P564	꜁ts‘é				tsʰɛ21	ce4
6544	斜		P565	꜁ts‘é				tsʰɛ21	ce4
6545	斜		P565	ts‘é꜄				tsʰɛ33	ce3
6546	雀		P565	tséuk꜆				tsœk5(3)	zoek7°
6547	爵		P565	tséuk꜆				tsœk5(3)	zoek7°
6548	嚼		P565	tséuk꜇				tsœk2	zoek8
6549	爝		P565	tséuk꜇				tsœk2	zoek8
6550	皭		P565	tséuk꜇				tsœk2	zoek8
6551	鵲		P565	ts‘éuk꜆				tsʰœk5(3)	coek7°
6552	將|将		P565	꜀tséung				tsœŋ55	zoeng1
6553	漿|䊢		P566	꜀tséung				tsœŋ55	zoeng1
6554	螿		P566	꜀tséung				tsœŋ55	zoeng1
6555	獎|奨|奬		P566	꜂tséung				tsœŋ35	zoeng2
6556	槳		P566	꜂tséung				tsœŋ35	zoeng2
6557	蔣|蒋		P566	꜂tséung				tsœŋ35	zoeng2
6558	醬|醤		P566	tséung꜄				tsœŋ33	zoeng3
6559	將|将		P566	tséung꜄				tsœŋ33	zoeng3
6560	象		P566	tséung꜅				tsœŋ22	zoeng6
6561	像		P566	tséung꜅				tsœŋ22	zoeng6
6562	匠		P567	tséung꜅				tsœŋ22	zoeng6
6563	搶		P567	꜀ts‘éung				tsʰœŋ55	coeng1
6564	蹌		P567	꜀ts‘éung				tsʰœŋ55	coeng1
6565	蹡		P567	꜀ts‘éung				tsʰœŋ55	coeng1
6566	鏘		P567	꜀ts‘éung				tsʰœŋ55	coeng1
6567	鎗		P567	꜀ts‘éung				tsʰœŋ55	coeng1
6568	槍		P567	꜀ts‘éung				tsʰœŋ55	coeng1
6569	斨		P567	꜀ts‘éung				tsʰœŋ55	coeng1
6570	庠		P567	꜁ts‘éung				tsʰœŋ21	coeng4
6571	祥		P567	꜁ts‘éung				tsʰœŋ21	coeng4
6572	詳		P567	꜁ts‘éung				tsʰœŋ21	coeng4
6573	翔		P568	꜁ts‘éung				tsʰœŋ21	coeng4
6574	戕		P568	꜁ts‘éung				tsʰœŋ21	coeng4
6575	牆|墻		P568	꜁ts‘éung				tsʰœŋ21	coeng4
6576	嬙		P568	꜁ts‘éung				tsʰœŋ21	coeng4
6577	檣		P568	꜁ts‘éung				tsʰœŋ21	coeng4
6578	薔		P568	꜁ts‘éung			A rose; [꜁ts‘éung ꜁mí ꜀fá] the cinnamon rose	tsʰœŋ21	coeng4
6579	薔		P568	sik꜆			An aquatic vegetable	sɪk5	sik7
6580	搶		P568	꜂ts‘éung			To take, to extort, to force away, to ravish, to snatch; to dispute for, to struggle for…	tsʰœŋ35	coeng2
6581	搶		P568	꜀ts‘ong			To saw	tsʰɔŋ55	cong1
6582	卽|即		P568	tsik꜆				tsɪk5	zik7
6583	喞|唧		P568	tsik꜆				tsɪk5	zik7
6584	堲		P568	tsik꜆				tsɪk5	zik7
6585	瘠		P568	tsik꜆				tsɪk5	zik7
6586	蹐		P569	tsik꜆				tsɪk5	zik7
6587	鶺		P569	tsik꜆				tsɪk5	zik7
6588	勣		P569	tsik꜆				tsɪk5	zik7
6589	績		P569	tsik꜆				tsɪk5	zik7
6590	積		P569	tsik꜆				tsɪk5	zik7
6591	嘖|賾		P569	tsik꜆				tsɪk5	zik7
6592	迹|跡|蹟		P569	tsik꜆				tsɪk5	zik7
6593	幘		P569	tsik꜆				tsɪk5	zik7
6594	磧		P569	tsik꜆				tsɪk5	zik7
6595	𤰯|畟		P569	tsik꜆				tsɪk5	zik7
6596	稷		P569	tsik꜆				tsɪk5	zik7
6597	踖		P569	tsik꜆				tsɪk5	zik7
6598	脊		P569	tsik꜆				tsɪk5	zik7
6599	脊		P569	tsek꜆	Often pronunced/spoken			tsɛk5(3)	zek7°
6600	席		P570	tsik꜇				tsɪk2	zik8
6601	席		P570	tsek꜇	Often pronunced/spoken			tsɛk2	zek8
6602	蓆		P570	tsik꜇				tsɪk2	zik8
6603	籍		P570	tsik꜇				tsɪk2	zik8
6604	藉		P570	tsik꜇				tsɪk2	zik8
6605	藉		P570	tsé꜄	Often pronunced/spoken			tsɛ33	ze3
6606	夕		P570	tsik꜇				tsɪk2	zik8
6607	汐		P570	tsik꜇				tsɪk2	zik8
6608	穸		P570	tsik꜇				tsɪk2	zik8
6609	寂		P570	tsik꜇				tsɪk2	zik8
6610	戚		P570	ts‘ik꜆				tsʰɪk5	cik7
6611	慼		P571	ts‘ik꜆				tsʰɪk5	cik7
6612	鏚		P571	ts‘ik꜆				tsʰɪk5	cik7
6613	刺		P571	ts‘ik꜆				tsʰɪk5	cik7
6614	𤷫		P571	ts‘ik꜆				tsʰɪk5	cik7
6615	尖		P571	꜀tsím				tsim55	zim1
6616	漸		P571	tsím꜅				tsim22	zim6
6617	魙		P728	tsím꜅				tsim22	zim6
6618	僉		P571	꜀ts‘ím				tsʰim55	cim1
6619	簽		P571	꜀ts‘ím				tsʰim55	cim1
6620	韱		P571	꜀ts‘ím				tsʰim55	cim1
6621	𠠃		P571	꜀ts‘ím				tsʰim55	cim1
6622	憸		P572	꜀ts‘ím				tsʰim55	cim1
6623	瀸		P572	꜀ts‘ím				tsʰim55	cim1
6624	殲		P572	꜀ts‘ím				tsʰim55	cim1
6625	纖|槮		P572	꜀ts‘ím				tsʰim55	cim1
6626	孅		P572	꜀ts‘ím				tsʰim55	cim1
6627	潛|潜|濳		P572	꜁ts‘ím				tsʰim21	cim4
6628	撍		P572	꜁ts‘ím				tsʰim21	cim4
6629	僭		P572	ts‘ím꜄				tsʰim33	cim3
6630	塹|壍		P572	ts‘ím꜄				tsʰim33	cim3
6631	槧		P572	ts‘ím꜄				tsʰim33	cim3
6632	暹		P572	ts‘ím꜄				tsʰim33	cim3
6633	煎		P572	꜀tsín			To fry, to roast in a pan; to vex, to harass…	tsin55	zin1
6634	煎		P572	tsín꜄			To decoct, to boil, to digest with heat…	tsin33	zin3
6635	湔		P573	꜀tsín				tsin55	zin1
6636	戔		P573	꜀tsín				tsin55	zin1
6637	箋		P573	꜀tsín				tsin55	zin1
6638	籛		P573	꜀tsín				tsin55	zin1
6639	諓		P573	꜂tsín				tsin35	zin2
6640	翦|剪		P573	꜂tsín				tsin35	zin2
6641	謭		P573	꜂tsín				tsin35	zin2
6642	戩|戬		P573	꜂tsín				tsin35	zin2
6643	箭		P573	tsín꜄				tsin33	zin3
6644	薦		P573	tsín꜄				tsin33	zin3
6645	荐		P573	tsín꜄				tsin33	zin3
6646	洊		P573	tsín꜄				tsin33	zin3
6647	牮		P574	tsín꜄				tsin33	zin3
6648	餞		P574	tsín꜄				tsin33	zin3
6649	濺		P574	tsín꜄				tsin33	zin3
6650	賤		P574	tsín꜅				tsin22	zin6
6651	踐		P574	tsín꜅				tsin22	zin6
6652	踐		P574	꜃ts‘ín	Often pronunced/spoken			tsʰin13	cin5
6653	千		P574	꜀ts‘ín				tsʰin55	cin1
6654	芊		P574	꜀ts‘ín				tsʰin55	cin1
6655	阡		P574	꜀ts‘ín				tsʰin55	cin1
6656	遷|迁		P574	꜀ts‘ín				tsʰin55	cin1
6657	躚		P574	꜀ts‘ín			Interchanged with [꜀sín] 蹮. To walk round and round; to dance, to amble; pantomime	tsʰin55	cin1
6658	韆		P575	꜀ts‘ín				tsʰin55	cin1
6659	前		P575	꜁ts‘ín				tsʰin21	cin4
6660	錢|𬌩		P575	꜁ts‘ín				tsʰin21	cin4
6661	淺		P575	꜂ts‘ín				tsʰin35	cin2
6662	俴		P575	꜂ts‘ín				tsʰin35	cin2
6663	旌		P575	꜀tsing				tsɪŋ55	zing1
6664	晶		P576	꜀tsing				tsɪŋ55	zing1
6665	睛		P576	꜀tsing				tsɪŋ55	zing1
6666	菁		P576	꜀tsing				tsɪŋ55	zing1
6667	蜻		P576	꜀tsing				tsɪŋ55	zing1
6668	精		P576	꜀tsing				tsɪŋ55	zing1
6669	精		P576	꜀tseng	Often pronunced/spoken			tsɛŋ55	zeng1
6670	井		P576	꜂tsing				tsɪŋ35	zing2
6671	井		P576	꜂tseng	Often pronunced/spoken			tsɛŋ35	zeng2
6672	淨|净|凈|浄		P576	tsing꜅				tsɪŋ22	zing6
6673	淨|净|凈|浄		P576	tseng꜅	Often pronunced/spoken			tsɛŋ22	zeng6
6674	靜|静		P577	tsing꜅				tsɪŋ22	zing6
6675	靚		P577	tsing꜅				tsɪŋ22	zing6
6676	靚		P577	leng꜅	Often pronunced/spoken			lɛŋ22	leng6
6677	靖		P577	tsing꜅				tsɪŋ22	zing6
6678	穽|阱		P577	tsing꜅				tsɪŋ22	zing6
6679	靑|青		P577	꜀ts‘ing				tsʰɪŋ55	cing1
6680	靑|青		P577	꜀ts‘eng	Often pronunced/spoken			tsʰɛŋ55	ceng1
6681	清|淸		P577	꜀ts‘ing				tsʰɪŋ55	cing1
6682	清|淸		P577	꜀ts‘eng	Often pronunced/spoken			tsʰɛŋ55	ceng1
6683	情		P578	꜁ts‘ing				tsʰɪŋ21	cing4
6684	情		P578	꜁ts‘eng	Often pronunced/spoken			tsʰɛŋ21	ceng4
6685	晴		P578	꜁ts‘ing				tsʰɪŋ21	cing4
6686	晴		P578	꜁ts‘eng	Often pronunced/spoken			tsʰɛŋ21	ceng4
6687	請		P578	꜂ts‘ing				tsʰɪŋ35	cing2
6688	請		P578	꜂ts‘eng	Often pronunced/spoken			tsʰɛŋ35	ceng2
6689	楫		P578	tsíp꜆				tsip5(3)	zip7°
6690	浹		P578	tsíp꜆			Interchanged with [híp꜆] 挾 to assist. Water flowing through; moistened, imbibed, damp; to instil, to penetrate; …	tsip5(3)	zip7°
6691	浹		P578	háp꜆	Also pronunced/read			hap5(3)	haap7°
6692	浹		P578	híp꜆	Also pronunced/read			hip5(3)	hip7°
6693	睫		P579	tsíp꜆				tsip5(3)	zip7°
6694	接		P579	tsíp꜆				tsip5(3)	zip7°
6695	妾		P579	ts‘íp꜆				tsʰip5(3)	cip7°
6696	節		P579	tsít꜆				tsit5(3)	zit7°
6697	櫛		P579	tsít꜆				tsit5(3)	zit7°
6698	癤		P580	tsít꜆				tsit5(3)	zit7°
6699	婕|媫		P728	tsít꜆				tsit5(3)	zit7°
6700	截		P580	tsít꜇				tsit2	zit8
6701	捷|㨗		P580	tsít꜇				tsit2	zit8
6702	捷|㨗		P580	tsíp꜆	Also pronunced/read			tsip5(3)	zip7°
6703	切		P580	ts‘ít꜆				tsʰit5(3)	cit7°
6704	椒		P580	꜀tsiú				tsiu55	ziu1
6705	蕉		P580	꜀tsiú				tsiu55	ziu1
6706	焦		P580	꜀tsiú				tsiu55	ziu1
6707	膲		P580	꜀tsiú				tsiu55	ziu1
6708	噍		P580	꜀tsiú				tsiu55	ziu1
6709	鐎		P581	꜀tsiú				tsiu55	ziu1
6710	礁		P581	꜀tsiú				tsiu55	ziu1
6711	鷦		P581	꜀tsiú				tsiu55	ziu1
6712	剿|𠞰		P581	꜂tsiú				tsiu35	ziu2
6713	醮		P581	tsiú꜄				tsiu33	ziu3
6714	燋		P581	tsiú꜄				tsiu33	ziu3
6715	噍		P581	tsiú꜅				tsiu22	ziu6
6716	樵		P581	꜁ts‘iú				tsʰiu21	ciu4
6717	譙		P581	꜁ts‘iú			Often used for [ts‘iú꜄] 誚, to scold. A lookout tower or loft; to ridicule; to bawl out at; to reprehend; …	tsʰiu21	ciu4
6718	憔		P581	꜁ts‘iú				tsʰiu21	ciu4
6719	瞧		P581	꜁ts‘iú				tsʰiu21	ciu4
6720	俏		P581	꜂ts‘iú				tsʰiu35	ciu2
